Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL,
6144,Riboviria,,Orthornavirae,,Lenarviricota,,Miaviricetes,,Ourlivirales,,Botourmiaviridae,,Scleroulivirus,,Soybean scleroulivirus 1,ssRNA(+),"Moved,",35,2019.006G.zip,ICTVonline=202006285,
6145,Riboviria,,Orthornavirae,,Lenarviricota,,Miaviricetes,,Ourlivirales,,Botourmiaviridae,,Scleroulivirus,,Soybean scleroulivirus 2,ssRNA(+),"Moved,",35,2019.006G.zip,ICTVonline=202006286,
6146,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Chunqiuviricetes,,Muvirales,,Qinviridae,,Yingvirus,,Beihai yingvirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006030,
6147,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Chunqiuviricetes,,Muvirales,,Qinviridae,,Yingvirus,,Charybdis yingvirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006031,
6148,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Chunqiuviricetes,,Muvirales,,Qinviridae,,Yingvirus,,Hubei yingvirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006032,
6149,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Chunqiuviricetes,,Muvirales,,Qinviridae,,Yingvirus,,Sanxia yingvirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006033,
6150,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Chunqiuviricetes,,Muvirales,,Qinviridae,,Yingvirus,,Shahe yingvirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006034,
6151,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Chunqiuviricetes,,Muvirales,,Qinviridae,,Yingvirus,,Wenzhou yingvirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006035,
6152,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Chunqiuviricetes,,Muvirales,,Qinviridae,,Yingvirus,,Wuhan yingvirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202006036,
6153,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Chunqiuviricetes,,Muvirales,,Qinviridae,,Yingvirus,,Xinzhou yingvirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006037,
6154,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Milneviricetes,,Serpentovirales,,Aspiviridae,,Ophiovirus,,Blueberry mosaic associated ophiovirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202003946,
6155,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Milneviricetes,,Serpentovirales,,Aspiviridae,,Ophiovirus,,Citrus psorosis ophiovirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202003947,
6156,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Milneviricetes,,Serpentovirales,,Aspiviridae,,Ophiovirus,,Freesia sneak ophiovirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202003948,
6157,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Milneviricetes,,Serpentovirales,,Aspiviridae,,Ophiovirus,,Lettuce ring necrosis ophiovirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202003949,
6158,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Milneviricetes,,Serpentovirales,,Aspiviridae,,Ophiovirus,,Mirafiori lettuce big-vein ophiovirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202003950,
6159,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Milneviricetes,,Serpentovirales,,Aspiviridae,,Ophiovirus,,Ranunculus white mottle ophiovirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202003951,
6160,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Milneviricetes,,Serpentovirales,,Aspiviridae,,Ophiovirus,,Tulip mild mottle mosaic ophiovirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202003952,
6161,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Aliusviridae,,Obscuruvirus,,Obscuruvirus quintum,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009744,
6162,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Aliusviridae,,Ollusvirus,,Ollusvirus coleopteri,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006043,
6163,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Aliusviridae,,Ollusvirus,,Ollusvirus culvertonense,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009746,
6164,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Aliusviridae,,Ollusvirus,,Ollusvirus hanchengense,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009747,
6165,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Aliusviridae,,Ollusvirus,,Ollusvirus hymenopteri,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009748,
6166,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Aliusviridae,,Ollusvirus,,Ollusvirus insectii,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009749,
6167,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Aliusviridae,,Ollusvirus,,Ollusvirus scaldisense,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009750,
6168,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Aliusviridae,,Ollusvirus,,Ollusvirus taiyuanense,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202007449,
6169,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Aliusviridae,,Ollusvirus,,Olluvirus shayangense,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006066,
6170,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Boscovirus,,Boscovirus hippoboscidae,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006054,
6171,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Boscovirus,,Boscovirus hypoboscidae,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006061,
6172,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Chuvivirus,,Chuvivirus brunnichi,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006045,
6173,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Chuvivirus,,Chuvivirus canceris,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006049,
6174,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Culicidavirus,,Culicidavirus culicidae,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006062,
6175,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Culicidavirus,,Culicidavirus culicis,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009719,
6176,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Culicidavirus,,Culicidavirus imjinense,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006057,
6177,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Culicidavirus,,Culicidavirus quitotaense,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009720,
6178,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Demapteravirus,,Demapteravirus dermapteri,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009715,
6179,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Doliuvirus,,Doliuvirus culisetae,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009722,
6180,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Mivirus,,Mivirus amblyommae,ssRNA(-),"Renamed,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006060,
6181,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Mivirus,,Mivirus boleense,ssRNA(-),"Renamed,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006044,
6182,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Mivirus,,Mivirus changpingense,ssRNA(-),"Renamed,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006046,
6183,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Mivirus,,Mivirus dermacentoris,ssRNA(-),"Renamed,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006051,
6184,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Mivirus,,Mivirus genovaense,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009723,
6185,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Mivirus,,Mivirus karukeraense,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009724,
6186,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Mivirus,,Mivirus rhipicephali,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009725,
6187,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Mivirus,,Mivirus suffolkense,ssRNA(-),"Renamed,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006067,
6188,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Mivirus,,Mivirus wuhanense,ssRNA(-),"Renamed,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006069,
6189,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Morsusvirus,,Morsusvirus argatis,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006041,
6190,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Nigecruvirus,,Nigecruvirus ixodes,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009728,
6191,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Odonatavirus,,Odonatavirus draconis,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009730,
6192,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Odonatavirus,,Odonatavirus fabricii,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006064,
6193,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Odonatavirus,,Odonatavirus odontis,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009731,
6194,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Pediavirus,,Pediavirus cirripedis,ssRNA(-),"Renamed,Moved,Removed as Type Species,",36,2020.026M.R.Jingchuvirales.zip;2020.001G.R.Abolish_type_species.pdf,ICTVonline=202006042,
6195,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Piscichuvirus,,Piscichuvirus franki,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009734,
6196,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Piscichuvirus,,Piscichuvirus lycodontis,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009735,
6197,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Piscichuvirus,,Piscichuvirus sanxiaense,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006065,
6198,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Piscichuvirus,,Piscichuvirus wenlingense,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009736,
6199,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Pterovirus,,Pterovirus chulinense,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009738,
6200,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Scarabeuvirus,,Scarabeuvirus blattae,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006048,
6201,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Scarabeuvirus,,Scarabeuvirus dentati,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006056,
6202,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Scarabeuvirus,,Scarabeuvirus hubeiense,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006055,
6203,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Scarabeuvirus,,Scarabeuvirus lampyris,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009740,
6204,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Scarabeuvirus,,Scarabeuvirus lishiense,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006059,
6205,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Chuviridae,,Taceavirus,,Taceavirus wenlingense,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006068,
6206,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Crepuscuviridae,,Aqualaruvirus,,Aqualaruvirus sialis,ssRNA(-),"New,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202009711,
6207,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Myriaviridae,,Myriavirus,,Myriavirus myriapedis,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006063,
6208,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Jingchuvirales,,Natareviridae,,Charybdivirus,,Charybdivirus charybdis,ssRNA(-),"Renamed,Moved,",36,2020.026M.R.Jingchuvirales.zip,ICTVonline=202006047,
6209,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Artoviridae,,Hexartovirus,,Barnacle hexartovirus,ssRNA(-),"Renamed,Moved,",35,2019.021M.zip,ICTVonline=202006269,
6210,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Artoviridae,,Hexartovirus,,Caligid hexartovirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202007514,
6211,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Artoviridae,,Peropuvirus,,Beihai peropuvirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006272,
6212,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Artoviridae,,Peropuvirus,,Hubei peropuvirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006271,
6213,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Artoviridae,,Peropuvirus,,Odonate peropuvirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006270,
6214,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Artoviridae,,Peropuvirus,,Pillworm peropuvirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006274,
6215,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Artoviridae,,Peropuvirus,,Pteromalus puparum peropuvirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001583,
6216,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Artoviridae,,Peropuvirus,,Woodlouse peropuvirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006273,
6217,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Bornaviridae,,Carbovirus,,Queensland carbovirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202005571,
6218,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Bornaviridae,,Carbovirus,,Southwest carbovirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202005572,
6219,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Bornaviridae,,Cultervirus,,Sharpbelly cultervirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202006589,
6220,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Bornaviridae,,Orthobornavirus,,Elapid 1 orthobornavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001552,
6221,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Bornaviridae,,Orthobornavirus,,Mammalian 1 orthobornavirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001553,
6222,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Bornaviridae,,Orthobornavirus,,Mammalian 2 orthobornavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001554,
6223,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Bornaviridae,,Orthobornavirus,,Passeriform 1 orthobornavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001555,
6224,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Bornaviridae,,Orthobornavirus,,Passeriform 2 orthobornavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001556,
6225,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Bornaviridae,,Orthobornavirus,,Psittaciform 1 orthobornavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001557,
6226,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Bornaviridae,,Orthobornavirus,,Psittaciform 2 orthobornavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001558,
6227,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Bornaviridae,,Orthobornavirus,,Waterbird 1 orthobornavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001559,
6228,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Filoviridae,,Cuevavirus,,Lloviu cuevavirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001563,
6229,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Filoviridae,,Dianlovirus,,Mengla dianlovirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202007367,
6230,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Filoviridae,,Ebolavirus,,Bombali ebolavirus,ssRNA(-),"New,",35,2019.007M.zip,ICTVonline=202007261,
6231,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Filoviridae,,Ebolavirus,,Bundibugyo ebolavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001565,
6232,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Filoviridae,,Ebolavirus,,Reston ebolavirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001566,
6233,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Filoviridae,,Ebolavirus,,Sudan ebolavirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001567,
6234,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Filoviridae,,Ebolavirus,,Tai Forest ebolavirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001568,
6235,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Filoviridae,,Ebolavirus,,Zaire ebolavirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001569,
6236,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Filoviridae,,Marburgvirus,,Marburg marburgvirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001571,
6237,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Filoviridae,,Striavirus,,Xilang striavirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202006582,
6238,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Filoviridae,,Thamnovirus,,Huangjiao thamnovirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202006584,
6239,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Lispiviridae,,Arlivirus,,Gerrid arlivirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001820,
6240,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Lispiviridae,,Arlivirus,,Hubei arlivirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006266,
6241,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Lispiviridae,,Arlivirus,,Lishi arlivirus,ssRNA(-),"Removed as Type Species,",36,2020.001G.R.Abolish_type_species.pdf,ICTVonline=202001814,
6242,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Lispiviridae,,Arlivirus,,Odonate arlivirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006268,
6243,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Lispiviridae,,Arlivirus,,Tacheng arlivirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202001816,
6244,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Lispiviridae,,Arlivirus,,Wuchang arlivirus,ssRNA(-),"Moved,",35,2019.006G.zip,ICTVonline=202006267,
6245,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Auricularimonavirus,,Auricularimonavirus auriculariae,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008901,
6246,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Botrytimonavirus,,Botrytimonavirus botrytidis,ssRNA(-),"New,",36,2020.004F.R.Mymona.zip,ICTVonline=202008886,
6247,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Botrytimonavirus,,Botrytimonavirus glycinis,ssRNA(-),"Renamed,Moved,",36,2020.004F.R.Mymona.zip,ICTVonline=202006247,
6248,Riboviria,,Orthornavirae,,Negarnaviricota,Haploviricotina,Monjiviricetes,,Mononegavirales,,Mymonaviridae,,Botrytimonavirus,,Botrytimonavirus sclerotiniae,ssRNA(-),"Renamed,Moved,",36,2020.004F.R.Mymona.zip,ICTVonline=202006248,
